,srcip_private,srcip_public,srcip_default,dstip_private,dstip_public,dstip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chwhereen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp2,sport_ldaps,sport_cups,sport_imap4_ssl,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_irc,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chwhereen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp2,dport_ldaps,dport_cups,dport_imap4_ssl,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_irc,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_icmp,protocol_igmp,protocol_other,tcpflags_URG,tcpflags_ACK,tcpflags_PSH,tcpflags_RST,tcpflags_SYN,tcpflags_FIN,srctos_zero,srctos_192,srctos_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,label_background,label_dos,label_scan11,label_scan44,label_nerisbotnet,label_blacklist,label_anomaly_udpscan,label_anomaly_sshscan,label_anomaly_spam,outcome.multiclass
2016-07-27 16:46:00,6,96267,0,24,96249,0,892,0,0,0,0,0,0,15,334,69,53,958,11504,0,0,6,13466,0,472,0,146,15,187,124,0,11189,557,0,9,0,11,0,0,89,2,9,5,0,0,2,1,1,37,1,0,40,1,8,86,40191,30110,25972,291,13,0,0,0,0,2,14,343,112,502,1037,12320,0,0,6,14007,1,445,0,209,34,190,263,0,11300,7314,0,8,0,15,0,0,93,1,6,4,0,0,3,2,0,22,2,0,41,1,10,102,48955,22923,24395,68065,27302,812,0,94,0,86251,48096,8192,53417,41773,78777,154,17342,49792,37792,6745,1742,202,40659,24965,23878,5349,1422,95999,0,0,0,0,274,0,0,0,0
2016-07-27 16:47:00,3,96717,0,31,96689,0,881,0,0,0,0,0,0,0,341,74,48,889,12295,0,0,0,12878,0,696,0,159,4,246,108,0,11189,570,0,5,1,5,0,0,92,2,5,7,1,0,3,2,0,64,1,2,43,1,4,70,40603,30019,26098,254,12,0,0,0,0,1,0,336,164,742,960,13041,1,0,0,13600,0,656,0,219,15,243,350,1,11345,7354,0,5,0,11,1,1,85,2,5,5,1,0,2,1,0,34,0,0,42,1,4,94,49813,23166,23741,68247,27571,811,0,91,0,86417,47780,8242,53305,41668,80378,157,16185,50123,38009,6771,1662,155,41762,24051,24311,5369,1227,96492,0,0,0,0,228,0,0,0,0
2016-07-27 16:48:00,6,100920,0,26,100900,0,1161,1,0,0,0,0,0,0,324,62,48,998,11885,0,0,1,14629,0,496,0,144,6,188,136,0,11720,535,0,6,0,8,0,0,84,0,9,6,2,0,1,1,2,66,1,0,45,1,6,60,42542,31308,27076,363,12,0,0,2,0,0,0,331,151,714,1131,12522,0,0,2,14834,0,459,0,206,15,191,422,0,11619,7319,0,7,0,11,0,0,86,0,6,4,2,0,1,1,0,32,1,0,49,1,13,66,50793,24532,25601,71572,28167,1098,0,89,0,90600,49830,8666,55678,44707,82994,161,17771,52112,39705,7119,1786,204,42518,25435,25853,5802,1318,100548,0,0,0,0,356,0,0,22,6
2016-07-27 16:49:00,4,97829,0,27,97806,0,909,0,0,0,0,0,0,1,313,54,41,1001,10986,0,0,0,14394,0,645,0,135,8,271,148,0,11239,571,0,5,2,13,0,0,72,0,7,4,1,0,4,1,0,47,0,0,42,0,15,89,40936,30387,26510,264,13,1,0,0,0,0,1,347,105,780,1043,11490,0,0,0,15045,0,615,0,200,20,263,312,1,11480,7336,0,8,2,17,0,0,68,1,7,3,1,0,2,1,0,25,1,0,47,0,16,93,49851,23196,24786,70972,25941,850,0,70,2,87677,50475,8364,55531,43570,81208,172,16453,48458,41175,6450,1619,131,39981,26451,24893,5288,1220,97427,0,0,0,0,388,0,0,18,6
2016-07-27 16:50:00,0,97271,0,24,97247,0,920,1,0,0,0,0,0,0,328,55,36,1029,11839,0,0,1,13552,0,530,0,161,6,199,136,0,11216,514,0,8,0,8,0,0,91,0,6,2,0,0,1,1,0,41,0,0,43,0,7,96,40741,30398,26132,333,12,1,0,0,0,0,0,325,85,490,1137,12409,0,0,1,13965,0,493,0,215,16,199,311,0,11605,7274,0,8,0,10,0,0,92,7,7,1,0,0,1,1,0,27,0,0,51,0,9,110,49390,23237,24644,68620,27711,839,0,101,1,87571,48104,8048,53409,42013,81680,156,15435,50245,39016,6341,1467,202,41040,25689,24160,5180,1201,96891,0,0,0,0,380,0,0,0,0
2016-07-27 16:51:00,5,102827,0,29,102803,0,815,1,0,0,0,0,0,0,322,53,50,1163,13950,0,0,0,13080,0,668,0,151,4,259,96,0,11658,560,0,9,0,18,0,0,101,0,7,4,1,1,0,1,1,34,0,5,42,1,3,97,43085,33037,26710,269,13,0,0,0,1,0,0,326,92,836,1253,14791,0,1,0,13673,1,614,1,215,11,263,251,2,11878,7298,0,9,0,22,1,1,91,2,5,3,1,1,0,0,0,18,0,3,50,1,11,119,52336,25611,24885,69613,32388,741,0,90,1,92357,47771,8632,53430,42122,85023,138,17671,56685,38298,6354,1322,173,45338,25904,25319,5092,1179,102270,0,0,0,0,562,0,0,0,0
2016-07-27 16:52:00,4,98506,0,17,98493,0,865,0,0,0,0,0,0,1,324,55,31,1045,12178,0,0,0,13051,0,481,0,130,5,213,116,0,11731,547,0,6,1,16,0,0,85,0,6,8,1,0,0,0,1,27,2,2,42,0,4,82,41000,31600,25910,292,13,0,0,0,0,1,1,325,81,947,1128,13351,0,2,0,13486,0,450,0,195,15,205,284,0,11849,7335,0,7,0,15,0,0,89,0,6,7,2,0,0,0,2,16,1,1,45,3,10,87,50503,24030,23977,68944,28679,792,0,95,1,87962,47832,8709,53709,41612,81375,159,16976,52170,38416,6355,1398,171,42778,24524,24997,5061,1150,98029,0,0,0,0,481,0,0,0,0
2016-07-27 16:53:00,3,106648,0,21,106630,0,937,0,0,0,0,0,0,0,320,56,25,1265,13072,0,0,0,13465,0,660,0,137,3,295,109,0,11775,557,0,14,0,12,0,0,76,0,7,6,0,0,0,0,0,22,2,1,53,0,4,78,42908,36485,27258,222,12,0,0,0,0,1,0,323,91,541,1456,14017,0,0,1,14037,0,606,0,201,14,288,332,0,12036,7345,0,19,0,15,1,0,85,2,4,4,0,0,0,0,0,15,0,1,65,1,14,86,52171,29077,25403,70646,35044,880,0,81,2,96555,48982,9001,54631,42516,88955,227,17469,58922,39369,6618,1570,172,44642,30745,24712,5324,1228,106233,0,0,0,0,418,0,0,0,0
2016-07-27 16:54:00,4,102417,0,29,102392,0,1017,1,0,0,0,0,0,0,320,59,31,931,12000,0,0,0,13141,0,545,0,147,4,208,119,0,10985,511,0,12,0,18,0,0,88,1,5,8,0,0,1,1,0,29,1,0,40,0,140,75,40275,35674,26472,261,13,0,0,1,0,1,0,337,84,1373,984,12912,0,0,0,13473,1,508,0,219,12,197,372,0,11511,7333,0,11,0,17,0,0,82,1,6,6,0,0,1,1,0,15,2,0,53,0,126,88,50201,27854,24366,67700,33688,941,0,92,1,91650,46777,8307,52753,40489,84868,200,17353,56666,37331,6444,1793,187,41354,31248,23309,5175,1335,102097,0,0,0,0,290,0,0,34,6
2016-07-27 16:55:00,1,100687,0,22,100666,0,1018,0,0,0,0,0,0,1,350,78,34,952,12687,0,0,0,14313,0,555,0,134,6,288,162,0,10730,583,0,9,0,9,0,0,79,1,6,12,1,0,2,1,0,47,0,0,36,0,4,91,42115,31685,26888,301,13,0,0,2,1,0,1,371,109,824,1011,13782,0,0,0,14806,2,528,0,186,16,282,340,0,11242,7333,0,9,0,13,0,0,87,2,6,6,1,0,1,1,0,26,0,0,44,0,15,92,51751,24556,24381,70602,29051,938,0,97,0,90390,49688,8650,55750,43772,81824,163,18701,51514,40320,6853,1808,193,42491,26093,24925,5817,1361,100396,0,0,0,0,292,0,0,0,0
2016-07-27 16:56:00,1,102613,0,28,102586,0,948,1,0,0,0,0,0,0,337,64,32,1212,14125,0,0,0,12795,0,653,0,152,5,233,109,0,11456,514,0,7,0,7,0,0,78,0,6,6,0,0,0,0,0,35,2,0,36,0,5,80,42858,32876,26880,291,12,0,0,0,0,2,0,343,98,526,1325,14890,1,1,0,13149,0,594,0,232,20,231,249,0,11866,7315,0,9,0,7,0,0,78,0,5,3,0,0,0,0,0,20,1,0,48,0,8,98,52938,24174,25502,69117,32538,865,0,94,0,91201,48133,9206,54881,41576,82709,148,19757,55802,39449,5777,1411,175,45808,25768,24957,4931,1150,102265,0,0,0,0,349,0,0,0,0
2016-07-27 16:57:00,4,99511,0,24,99491,0,833,0,0,0,0,0,0,0,335,58,27,1052,12933,0,0,0,13348,0,484,0,146,6,264,123,0,11706,599,0,8,1,12,0,0,80,1,10,11,0,1,2,0,0,24,1,0,38,0,5,81,42155,31056,26304,291,12,0,0,1,0,0,0,333,99,622,1151,14005,0,1,0,13601,0,443,0,215,17,267,284,1,12078,7378,0,9,0,18,0,0,72,4,8,9,0,1,1,0,0,13,1,0,45,0,12,121,51332,24057,24126,69411,29253,761,0,90,1,89174,48553,8790,53767,42819,82170,131,17214,52469,39247,6150,1466,183,43615,24865,24803,5010,1222,99224,0,0,0,0,291,0,0,0,0
2016-07-27 16:58:00,4,95446,0,27,95423,0,893,0,0,0,0,0,0,4,322,62,34,1020,12000,3,0,0,12103,0,702,0,151,8,196,134,0,10787,561,0,6,0,9,0,0,86,0,4,14,1,0,2,0,1,22,0,0,40,0,101,72,39251,30392,25807,262,13,1,0,0,0,1,4,325,87,901,1163,12928,3,0,2,12407,0,666,0,215,12,194,357,0,10987,7331,0,7,0,12,0,0,87,0,5,708,1,0,2,0,0,16,0,0,53,0,89,85,48403,23365,23682,65842,28696,826,0,86,0,84381,45402,8258,52084,39644,77291,152,18007,51141,36911,5677,1549,172,42128,24649,22862,4682,1129,95237,0,0,0,0,213,0,0,0,0
2016-07-27 16:59:00,2,102470,0,34,102438,0,1044,1,0,0,0,0,0,1,325,62,61,993,12279,2,0,0,14330,0,532,0,99,5,243,108,0,11544,544,0,9,0,7,0,0,98,0,11,8,0,1,1,2,1,27,1,0,34,1,6,75,42397,32604,27471,254,12,1,0,2,0,0,1,335,90,1538,1038,13126,0,0,1,14706,0,498,1,170,20,231,368,1,11648,7352,0,9,0,10,1,0,105,1,5,7,0,1,1,1,0,20,1,0,41,1,9,86,51990,24329,26153,71899,29512,974,0,87,0,91326,51131,8873,57621,44592,83345,144,18983,52516,41808,6321,1658,169,41994,28957,25078,5209,1234,102242,0,0,0,0,218,0,0,12,6
2016-07-27 17:00:00,4,105207,0,28,105183,0,909,0,0,0,0,0,0,12,360,55,31,1062,13051,5,2,0,14246,0,865,0,175,6,245,122,0,11662,564,0,11,0,15,0,0,107,0,10,2,0,0,0,2,0,346,0,1,38,0,3,92,43611,33158,28442,243,12,1,0,1,0,0,6,364,82,884,1148,14031,2,1,0,14656,1,835,0,260,16,254,328,0,11894,7353,0,9,0,17,1,0,121,1,6,3,0,0,0,1,0,173,0,1,47,1,8,104,52955,25003,27253,72858,31425,847,0,81,0,94678,52647,9312,58617,45739,86086,209,18916,54139,42999,6355,1508,210,43890,27936,27171,4997,1216,105045,0,0,0,0,166,0,0,0,0
2016-07-27 17:01:00,0,108100,0,31,108069,0,975,1,0,0,0,0,0,4,445,63,31,1165,13539,0,0,0,13451,0,549,2,172,9,267,166,0,11416,550,0,6,0,4,0,0,64,1,7,6,0,0,1,0,2,471,0,0,36,0,3,112,43071,35513,29516,352,14,1,0,2,0,3,3,468,89,1069,1276,14666,0,0,0,14054,1,515,0,251,16,253,278,0,11676,7316,0,7,0,7,0,0,65,3,6,6,0,0,1,0,2,241,0,0,40,0,10,117,52785,29001,26314,75588,31511,890,0,111,0,93348,50747,8863,61034,44487,85024,150,22926,58569,41220,6464,1631,216,48815,26824,25946,5210,1305,107927,0,0,0,0,173,0,0,0,0
2016-07-27 17:02:00,6,108220,0,25,108201,0,912,0,0,0,0,0,0,1,487,49,32,1328,14822,0,0,0,13979,0,619,0,165,3,182,94,0,11723,483,0,11,0,9,0,0,61,0,6,6,0,1,1,1,0,471,2,0,34,1,113,114,45069,34240,28917,291,12,0,0,0,1,0,1,483,78,1019,1393,15507,0,0,0,14408,0,583,0,243,13,173,269,1,12163,7279,0,11,0,10,0,0,79,0,5,5,0,1,1,1,0,234,1,0,47,0,90,119,54470,26288,27468,73194,34109,844,0,79,1,97551,51468,9158,58471,45895,88652,167,19407,57766,41908,6577,1781,194,46762,29004,25855,5176,1429,108048,0,0,0,0,178,0,0,0,0
2016-07-27 17:03:00,1,109283,0,22,109262,0,1043,0,0,0,0,0,0,1,362,56,39,1283,16085,0,0,1,13631,0,617,0,149,4,276,122,0,11647,571,0,14,2,11,0,0,68,0,5,6,1,3,1,2,0,443,1,1,34,0,5,101,46108,33193,29983,381,12,0,0,0,0,0,1,367,83,988,1474,17069,0,0,1,14093,0,579,0,244,15,274,324,0,11833,7316,0,16,2,13,0,1,65,1,5,6,0,2,0,2,0,226,1,1,56,0,16,112,55577,25035,28672,71788,36443,983,0,70,3,98666,49221,9080,57293,44985,89865,162,19257,60025,40543,6653,1865,198,48711,28320,25705,5025,1523,109039,0,0,0,0,245,0,0,0,0
2016-07-27 17:04:00,2,102610,0,22,102590,0,847,1,0,0,0,0,0,6,344,71,35,1490,14121,0,0,0,12856,0,594,0,136,3,221,105,0,11337,511,0,10,0,8,0,0,80,0,8,5,1,0,0,0,0,411,0,0,40,0,2,93,42865,31488,28259,222,12,0,0,0,0,2,6,350,100,462,1751,15042,0,2,0,13381,0,570,0,222,15,206,345,1,11754,7291,0,11,0,10,0,0,83,2,5,2,0,0,0,0,0,210,0,0,50,0,11,109,52213,24085,26314,69416,32331,792,0,73,0,92540,47912,8829,55223,43391,83946,137,18529,54663,39120,6501,2093,235,45424,26112,24291,5189,1596,102358,0,0,0,0,250,0,0,4,6
2016-07-27 17:05:00,2,107010,0,20,106992,0,938,0,0,0,0,0,0,2,365,55,48,1190,15695,0,0,0,14082,1,515,0,160,5,237,113,0,11030,546,0,8,0,13,0,0,80,2,4,8,0,0,0,0,1,386,1,0,38,0,5,93,45186,33655,28171,226,13,0,0,1,0,1,2,374,81,980,1292,16894,1,1,0,14733,1,474,0,249,14,235,349,2,11444,7309,0,6,0,15,1,0,80,2,5,8,0,0,0,0,1,204,0,0,51,0,14,107,55200,25553,26259,70485,35577,890,0,60,0,96657,48524,8556,56099,44241,88756,177,18079,58205,40058,6589,1891,269,47672,27963,24633,5240,1504,106599,0,0,0,0,361,0,0,52,6
2016-07-27 17:06:00,7,100339,0,40,100306,0,844,2,0,0,0,0,0,9,351,46,61,1188,12755,0,0,0,14332,0,708,0,137,4,160,136,0,11192,513,0,6,0,7,0,0,81,0,8,8,0,0,0,0,0,355,0,0,28,0,7,95,42654,30438,27254,265,13,0,0,0,0,1,5,384,69,766,1247,13547,1,0,0,14832,0,661,1,223,14,162,303,0,11552,7294,0,8,0,8,0,0,88,1,6,5,0,0,0,0,0,180,0,0,41,0,18,108,51839,23212,25295,71016,28466,770,0,94,3,90029,49640,9151,56890,44703,82444,167,17735,50825,40939,6540,1815,227,42167,25781,25882,5116,1400,99454,0,0,0,0,543,0,0,349,6
2016-07-27 17:07:00,1,106583,0,31,106553,0,972,0,0,0,0,0,0,1,342,53,57,1405,13341,0,0,0,13077,1,515,0,137,7,243,154,0,11315,504,0,6,0,4,0,0,53,0,7,7,1,0,2,1,0,389,0,0,34,0,100,114,42278,35684,28622,301,12,1,0,0,0,2,1,345,84,1434,1530,14089,0,1,0,13552,1,479,0,215,17,254,276,0,11771,7301,0,5,0,6,0,0,53,0,6,6,1,0,1,0,0,194,0,0,42,0,85,125,52240,27070,27274,70025,35573,915,0,71,2,95646,48666,8912,56022,42421,87222,236,19126,57579,40170,6670,1970,195,42957,31831,25045,5290,1461,105885,0,0,0,0,365,0,0,334,6
2016-07-27 17:08:00,1,98911,0,12,98900,0,758,0,0,0,0,0,0,3,337,52,65,1427,13037,0,0,0,12859,4,685,0,150,5,236,143,0,10901,532,0,7,0,7,0,0,61,0,7,5,0,2,0,0,0,398,0,1,42,1,5,116,41364,29843,27705,237,13,0,0,0,0,1,3,338,75,506,1587,13795,0,0,1,13311,5,651,0,220,12,260,320,0,11138,7309,0,7,0,9,0,0,65,1,5,2,0,1,0,0,0,205,0,0,49,0,18,126,50236,22320,26356,68337,29795,701,0,79,0,88821,48044,8811,54223,42460,81006,142,17764,51255,38769,6834,1898,156,42520,25143,24348,5419,1482,98245,0,0,0,0,330,0,0,337,6
2016-07-27 17:09:00,1,99984,0,34,99951,0,888,1,0,0,0,0,0,4,333,79,56,1034,12476,0,0,0,13665,0,490,0,155,3,267,103,0,11336,565,0,9,0,8,0,0,87,0,4,9,0,0,0,0,1,344,1,1,44,2,7,82,41653,30999,27333,234,12,0,0,0,0,2,4,338,104,777,1097,13342,0,0,1,14087,2,457,0,228,11,266,303,0,11699,7343,0,9,0,12,0,0,74,1,5,8,0,0,0,0,1,176,1,1,51,1,21,92,50833,23449,25703,69958,29128,835,0,64,0,89712,49494,8554,55686,43634,82072,159,17754,51078,40027,6789,1900,191,40899,26452,25853,5287,1494,99372,0,0,0,0,281,0,0,332,6
2016-07-27 17:10:00,2,106249,0,24,106227,0,1296,0,0,0,0,0,0,4,341,88,55,2029,14099,0,0,0,13997,2,693,0,187,7,195,119,0,11731,510,0,5,0,6,0,0,84,0,9,7,0,1,1,0,1,408,1,0,44,0,4,82,45528,32356,28367,314,12,0,0,0,0,2,4,351,119,510,2113,15160,0,0,1,14367,3,658,0,266,17,179,376,0,12020,7304,0,6,0,8,0,0,85,2,5,5,0,1,1,0,1,208,1,0,49,2,11,89,54274,25680,26297,73378,31569,1232,0,72,0,96329,52165,9590,58191,45808,88001,149,18101,54722,42164,7234,1946,185,45179,27417,26686,5523,1446,103719,0,0,0,0,272,0,0,2260,6
2016-07-27 17:11:00,3,106004,0,30,105977,0,855,1,0,0,0,0,0,4,344,81,53,3259,13500,0,0,0,13343,6,539,0,135,8,255,119,0,11708,607,0,8,0,12,0,0,77,0,8,9,0,0,0,0,0,327,0,0,32,0,104,85,45005,32901,28101,263,13,1,0,1,0,0,2,367,116,502,3335,14279,0,0,0,13677,6,494,0,219,18,258,324,0,11784,7352,0,10,0,13,1,0,71,4,6,8,0,0,0,0,0,165,0,0,43,1,86,108,53504,25218,27285,73324,31808,779,0,96,0,95889,52977,11232,59087,44889,86870,143,18994,53458,42836,7406,2099,208,43655,27457,27497,5847,1551,100948,0,0,0,0,222,0,0,4837,6
2016-07-27 17:12:00,2,109873,0,21,109854,0,980,0,0,0,0,0,0,1,321,188,68,3057,14485,0,0,0,12832,2,756,0,146,3,216,161,0,12087,529,0,9,0,13,0,0,71,1,7,8,0,0,0,0,0,135,0,3,44,0,6,91,46031,34203,29641,336,12,2,0,0,1,2,1,326,2155,505,3147,15464,0,0,1,13203,3,711,1,224,9,205,271,0,12446,7345,0,9,0,15,0,1,92,2,6,7,0,1,0,0,0,71,0,1,49,0,22,100,56945,26086,26844,76075,32799,910,0,91,0,97803,53543,10751,61052,45187,90280,159,19436,57147,42927,7765,1871,165,46684,28261,27628,5856,1446,105363,0,0,0,0,299,0,0,4213,6
2016-07-27 17:13:00,0,111594,0,17,111577,0,846,0,0,0,0,0,0,4,352,163,62,4288,14068,0,0,0,13328,0,608,0,132,5,276,112,0,12216,503,0,5,0,7,0,0,68,1,6,7,0,2,0,0,1,26,2,0,43,0,8,89,47138,34328,30128,252,12,0,0,0,1,2,4,344,413,549,4526,14843,0,0,0,13797,0,575,1,209,17,281,345,0,12512,7313,0,5,0,9,1,0,78,3,5,5,0,3,0,0,1,14,2,0,55,1,23,92,56518,26599,28477,78303,32439,787,0,65,0,101271,56722,12191,62570,48225,92344,147,19103,55661,46487,7485,1804,157,45886,30031,28575,5678,1424,104519,0,0,0,0,291,0,0,6784,6
2016-07-27 17:14:00,3,124455,0,27,124431,0,905,1,0,0,0,0,0,4,336,144,57,12123,13368,0,0,0,13370,0,481,0,166,3,194,125,0,11225,528,0,9,0,11,0,0,95,0,8,11,0,0,0,0,2,43,0,0,47,0,6,90,53257,39171,32030,290,13,1,0,1,0,1,4,354,301,1664,12327,14241,1,0,2,13789,1,445,0,230,16,194,315,2,11773,7326,0,9,0,14,1,0,89,0,5,9,0,1,0,0,1,25,0,0,54,0,15,98,63846,30973,29639,92711,30820,845,0,82,0,113249,71432,19906,79050,54855,105880,149,18429,53159,62303,6935,1856,205,43538,48421,25478,5510,1511,101350,0,0,0,0,376,0,0,22732,6
2016-07-27 17:15:00,3,120675,0,33,120645,0,1077,0,0,0,0,0,0,2,345,226,55,6320,14858,0,0,0,14417,0,764,0,107,8,251,110,0,10554,538,0,6,0,7,0,0,77,2,5,7,0,1,0,0,1,28,1,0,41,0,158,93,49809,39682,31187,267,12,0,0,0,0,0,2,353,3946,1109,6381,15709,0,0,0,15038,2,728,0,171,12,260,311,0,11148,7311,0,6,0,9,0,2,77,5,5,6,0,0,0,0,1,13,0,0,54,0,131,109,63334,28694,28650,86255,33334,1015,0,74,0,106395,61212,14050,72181,50199,97890,160,22628,59970,51314,7183,1977,234,49990,37664,25867,5630,1527,109634,0,0,0,0,257,0,0,10787,6
2016-07-27 17:16:00,2,108122,0,28,108096,0,909,1,0,0,0,0,0,2,361,172,64,1295,14057,0,0,0,13576,0,597,0,149,9,181,106,0,10965,540,0,7,0,11,0,0,66,0,11,10,1,0,0,0,0,26,0,0,39,0,4,95,43167,36697,28260,209,12,1,0,0,0,3822,2,363,205,1020,1403,15070,0,0,1,14043,3,551,0,213,18,189,334,0,11552,7302,0,7,0,11,1,0,75,0,7,5,0,0,0,0,0,13,2,0,50,0,13,101,56877,24922,26325,70894,36301,851,0,78,0,97743,49875,8753,57144,45493,84929,125,23070,58226,40714,6994,1938,252,48383,27804,24994,5401,1541,107049,0,0,0,0,218,0,0,857,6
2016-07-27 17:17:00,2,109963,0,19,109946,0,798,0,0,0,1,0,0,4,333,546,94,861,14447,0,0,0,13656,0,576,0,128,9,226,133,0,11727,555,0,6,0,12,0,0,88,0,7,7,0,0,1,1,1,26,0,1,36,0,7,131,44289,35213,30463,223,13,0,0,2,0,1,4,351,683,3073,965,16729,1,1,0,14211,1,533,0,206,18,226,266,0,12141,7313,0,6,0,13,0,0,85,0,5,6,0,0,1,1,0,13,0,0,50,2,17,145,57458,25122,27385,74586,34559,734,0,86,1,97302,51614,8538,61062,46421,87558,124,22283,58470,42546,6884,1873,192,49192,26664,27102,5504,1503,109660,0,0,0,0,272,0,0,33,6
2016-07-27 17:18:00,4,112039,0,20,112023,0,807,0,0,0,0,0,0,0,366,1102,95,1018,15384,0,0,0,13364,0,642,0,130,7,210,181,0,11985,532,0,8,0,8,0,0,65,1,8,3,0,1,0,0,1,31,1,1,37,0,11,78,45987,35749,30307,254,12,1,0,0,0,1,0,366,2148,3334,1191,16445,0,1,0,13632,0,597,0,206,13,212,352,1,12562,7300,0,10,0,10,2,0,65,2,8,4,0,1,0,0,1,15,2,1,54,0,21,88,59142,26362,26539,76911,34309,750,0,73,0,98426,52659,9122,62630,46937,89924,151,21968,59374,43271,7065,2141,192,50726,25765,28476,5521,1555,111802,0,0,0,0,205,0,0,36,6
2016-07-27 17:19:00,2,115875,0,31,115846,0,814,0,0,0,0,0,0,0,344,996,48,986,14026,0,0,0,15225,0,555,0,134,6,260,106,0,12194,585,0,5,0,47,0,0,65,1,6,3,0,0,1,1,1,20,0,2,34,1,72,90,46495,37937,31445,224,12,0,0,0,0,1,0,339,3653,3117,1167,14936,0,0,1,15589,0,523,0,217,9,257,297,0,12598,7332,0,7,0,86,0,0,64,2,5,2,0,0,0,1,1,11,0,1,47,0,68,91,60870,27123,27884,82713,32329,757,0,78,0,100428,56390,9327,67431,50605,92214,142,23521,59566,46983,7115,2031,182,50207,28804,29557,5777,1532,115634,0,0,0,0,193,0,0,50,6
2016-07-27 17:20:00,4,110485,0,35,110454,0,836,1,0,0,0,0,0,2,360,931,49,854,14846,0,0,0,14281,3,716,0,178,8,196,130,0,11624,514,0,5,0,168,0,0,102,0,6,1,1,0,1,1,0,29,0,0,35,1,49,92,45892,35036,29561,266,13,0,0,2,1,0,2,360,2310,1158,906,15927,0,0,1,14451,3,675,0,255,16,190,334,2,11920,7256,0,5,0,329,0,1,112,0,6,0,0,0,0,0,0,18,1,0,49,1,49,112,56884,26781,26824,75467,34171,785,0,66,0,98333,52345,8754,60838,46937,89540,168,20781,58554,42832,6847,2062,194,48502,27734,27262,5443,1548,110154,0,0,0,0,291,0,0,44,6
2016-07-27 17:21:00,4,106969,0,38,106935,0,890,1,0,0,0,0,0,9,385,842,51,854,14578,0,1,0,13702,0,584,0,151,9,229,110,0,11886,628,0,6,0,3,0,0,93,0,8,2,0,0,1,0,0,31,0,0,35,0,7,103,45116,33532,28325,243,13,0,0,0,0,0,9,365,2220,794,931,15828,1,1,0,14058,1,518,0,235,15,239,343,1,12144,7408,0,6,0,5,0,1,99,1,7,0,0,0,1,0,0,15,0,0,54,0,21,117,55903,25919,25151,73441,32631,820,0,81,0,94910,50383,9153,58780,45417,86794,162,20017,56404,41387,6934,2046,202,47738,24750,27488,5485,1511,106674,0,0,0,0,261,0,0,38,6
2016-07-27 17:22:00,4,109521,0,27,109498,0,882,1,0,0,0,0,0,1,365,857,52,895,14871,0,0,0,13382,0,662,0,116,11,165,103,0,12290,536,0,5,0,7,0,0,74,0,6,0,1,2,0,0,0,28,0,0,32,0,18,93,45385,35860,28280,227,12,0,0,1,1,2,1,349,3210,943,960,16274,0,0,0,13614,0,609,0,201,17,174,283,0,12690,7296,0,6,0,8,0,1,71,1,5,0,0,2,0,0,0,16,0,0,45,0,29,99,57382,26856,25287,74471,34157,827,0,70,0,96541,50761,9448,60389,45759,87831,151,21543,58953,41989,6618,1780,185,49188,26069,27596,5292,1380,109250,0,0,0,0,241,0,0,34,6
2016-07-27 17:23:00,1,108728,0,24,108705,0,900,0,0,0,0,0,0,6,419,992,31,1129,15268,0,0,0,12772,0,535,2,168,8,250,165,0,11715,534,0,6,0,16,0,0,68,0,6,1,0,0,0,0,1,35,0,0,33,0,19,98,45099,34419,29211,280,15,0,0,0,1,0,6,401,3530,498,1266,16432,1,0,0,13028,1,495,1,262,13,258,344,0,12078,7319,0,7,0,17,0,0,68,1,5,0,0,0,0,0,0,24,0,0,45,0,34,115,56782,26248,25699,73227,34590,841,0,71,0,96278,50414,8761,59112,44525,88618,185,19926,58556,41234,7052,1667,220,49825,24794,27449,5337,1324,108424,0,0,0,0,303,0,0,2,6
